Date,Temp,Rain
2015-03-10,9.1,0.0
2015-03-11,11.3,1.4
2015-03-12,12.2,0.2
2015-03-13,12.1,0.2
2015-03-14,10.9,9.2
2015-03-15,7.2,34.8
2015-03-16,8.6,0.6
2015-03-17,9.6,0.0
2015-03-18,10.2,0.2
2015-03-19,9.3,12.0
2015-03-20,10.8,3.0
2015-03-21,10.6,4.2
2015-03-22,9.7,0.0
2015-03-23,8.2,0.2
2015-03-24,9.4,0.0
2015-03-25,9.9,2.0
2015-03-26,11.9,0.2
2015-03-27,11.8,0.0
2015-03-28,10.7,0.2
2015-03-29,10.1,5.6
2015-03-30,11.9,0.2
2015-03-31,8.8,2.8
2015-04-01,9.2,0.6
2015-04-02,8.3,0.0
2015-04-03,7.9,0.0
2015-04-04,8.6,0.0
2015-04-05,8.8,0.0
2015-04-06,8.5,0.0
2015-04-07,10.0,0.0
2015-04-08,10.1,0.0
2015-04-09,9.7,0.0
2015-04-10,9.2,2.2
2015-04-11,7.7,1.2
2015-04-12,8.5,0.0
2015-04-13,8.1,0.4
2015-04-14,8.5,0.4
2015-04-15,8.9,0.0
2015-04-16,9.6,0.0
2015-04-17,13.7,0.0
2015-04-18,12.0,0.0
2015-04-19,13.8,0.0
2015-04-20,13.0,0.0
2015-04-21,10.7,0.0
2015-04-22,10.7,0.0
2015-04-23,9.5,0.2
2015-04-24,8.2,0.0
2015-04-25,9.2,0.2
2015-04-26,10.0,0.0
2015-04-27,13.7,0.4
2015-04-28,12.5,0.4
2015-04-29,11.6,0.0
2015-04-30,11.8,0.0
2015-05-01,12.5,0.0
2015-05-02,11.9,0.0
2015-05-03,13.1,0.0
2015-05-04,12.9,0.0
2015-05-05,11.0,0.8
2015-05-06,9.7,0.0
2015-05-07,12.0,0.0
2015-05-08,15.1,0.0
2015-05-09,14.1,0.0
2015-05-10,13.9,0.0
2015-05-11,12.9,0.0
2015-05-12,13.0,0.0
2015-05-13,12.6,0.0
2015-05-14,,0.0
2015-05-15,13.5,0.0
2015-05-16,13.5,0.0
2015-05-17,13.7,0.0
2015-05-18,14.1,0.0
2015-05-19,14.0,0.0
2015-05-20,13.0,0.0
2015-05-21,13.6,0.0
2015-05-22,13.1,0.0
2015-05-23,12.0,0.0
2015-05-24,13.1,0.0
2015-05-25,12.2,0.0
2015-05-26,13.6,0.0
2015-05-27,13.4,0.0
2015-05-28,14.3,0.0
2015-05-29,14.9,0.0
2015-05-30,14.4,0.0
2015-05-31,13.5,0.0
2015-06-01,13.1,0.6
2015-06-02,13.5,0.4
2015-06-03,14.3,0.0
2015-06-04,14.0,0.0
2015-06-05,15.8,0.0
2015-06-06,15.0,0.0
2015-06-07,16.5,0.0
2015-06-08,16.5,0.0
2015-06-09,15.1,0.0
2015-06-10,14.8,0.0
2015-06-11,15.2,0.0
2015-06-12,14.0,0.0
2015-06-13,15.8,0.0
2015-06-14,15.7,0.0
2015-06-15,17.1,0.0
2015-06-16,,0.0
2015-06-17,15.1,0.0
2015-06-18,16.3,2.8
2015-06-19,16.8,0.0
2015-06-20,13.6,0.0
2015-06-21,16.2,0.0
2015-06-22,16.0,0.0
2015-06-23,15.5,0.0
2015-06-24,15.8,0.0
2015-06-25,18.0,0.0
2015-06-26,18.8,0.0
2015-06-27,20.6,0.0
2015-06-28,20.8,0.0
2015-06-29,20.6,0.0
2015-06-30,17.4,0.0
2015-07-01,19.2,0.0
2015-07-02,22.2,0.0
2015-07-03,17.9,0.0
2015-07-04,17.3,0.0
2015-07-05,19.3,0.0
2015-07-06,17.3,0.0
2015-07-07,15.9,0.0
2015-07-08,14.9,0.0
2015-07-09,17.0,0.0
2015-07-10,15.0,0.0
2015-07-11,15.4,0.6
2015-07-12,17.5,0.2
2015-07-13,16.2,0.0
2015-07-14,16.5,0.0
2015-07-15,17.2,0.0
2015-07-16,16.6,0.0
2015-07-17,17.4,0.0
2015-07-18,20.5,0.0
2015-07-19,22.9,0.0
2015-07-20,17.7,0.0
2015-07-21,17.4,0.0
2015-07-22,16.5,0.0
2015-07-23,17.2,0.0
2015-07-24,14.7,5.4
2015-07-25,16.5,0.0
2015-07-26,14.8,2.0
2015-07-27,16.2,0.0
2015-07-28,16.3,0.0
2015-07-29,18.7,0.0
2015-07-30,23.4,0.0
2015-07-31,18.8,0.0
2015-08-01,16.9,0.0
2015-08-02,16.8,0.0
2015-08-03,18.8,0.0
2015-08-04,16.1,0.0
2015-08-05,15.4,0.0
2015-08-06,14.5,0.0
2015-08-07,15.7,0.0
2015-08-08,15.3,0.8
2015-08-09,18.1,0.0
2015-08-10,18.4,0.0
2015-08-11,18.9,0.0
2015-08-12,20.4,0.0
2015-08-13,16.9,0.0
2015-08-14,16.2,0.0
2015-08-15,17.0,0.0
2015-08-16,15.6,0.0
2015-08-17,16.9,0.0
2015-08-18,20.2,0.0
2015-08-19,19.8,0.0
2015-08-20,15.9,0.0
2015-08-21,16.3,0.0
2015-08-22,18.6,0.0
2015-08-23,16.8,0.0
2015-08-24,15.6,0.0
2015-08-25,15.5,0.0
2015-08-26,16.9,0.0
2015-08-27,18.3,0.0
2015-08-28,15.7,10.0
2015-08-29,16.6,7.4
2015-08-30,15.0,0.0
2015-08-31,14.1,7.8
2015-09-01,14.1,4.2
2015-09-02,13.2,4.0
2015-09-03,12.4,1.6
2015-09-04,12.1,0.2
2015-09-05,14.4,2.0
2015-09-06,12.6,14.2
2015-09-07,13.5,0.0
2015-09-08,16.8,0.0
2015-09-09,14.8,0.0
2015-09-10,17.8,0.0
2015-09-11,20.3,0.0
2015-09-12,17.2,0.0
2015-09-13,15.3,0.0
2015-09-14,13.3,0.0
2015-09-15,13.2,0.0
2015-09-16,13.7,0.0
2015-09-17,13.9,2.6
2015-09-18,13.7,0.0
2015-09-19,14.8,1.8
2015-09-20,15.8,2.2
2015-09-21,13.7,0.2
2015-09-22,11.5,0.0
2015-09-23,14.0,0.0
2015-09-24,14.3,2.0
2015-09-25,12.2,3.2
2015-09-26,12.9,0.4
2015-09-27,11.9,0.0
2015-09-28,14.2,0.0
2015-09-29,15.7,0.0
2015-09-30,13.3,0.0
2015-10-01,12.7,0.0
2015-10-02,12.9,1.4
2015-10-03,13.8,0.0
2015-10-04,15.7,0.0
2015-10-05,15.1,0.0
2015-10-06,13.0,0.0
2015-10-07,12.7,13.4
2015-10-08,13.1,0.0
2015-10-09,14.3,0.0
2015-10-10,15.1,13.2
2015-10-11,13.0,0.0
2015-10-12,12.0,2.6
2015-10-13,12.8,0.4
2015-10-14,11.8,0.0
2015-10-15,13.7,0.0
2015-10-16,15.2,0.0
2015-10-17,14.0,0.0
2015-10-18,13.2,0.0
2015-10-19,12.3,0.2
2015-10-20,12.1,0.0
2015-10-21,,0.0
2015-10-22,11.2,0.0
2015-10-23,10.9,0.0
2015-10-24,9.6,0.2
2015-10-25,12.2,7.0
2015-10-26,11.7,3.2
2015-10-27,12.7,0.0
2015-10-28,10.1,11.2
2015-10-29,11.1,1.8
2015-10-30,12.9,9.8
2015-10-31,12.4,42.6
2015-11-01,9.6,11.8
2015-11-02,9.4,0.2
2015-11-03,9.3,0.2
2015-11-04,7.8,0.0
2015-11-05,9.7,0.8
2015-11-06,9.0,0.0
2015-11-07,10.2,10.4
2015-11-08,9.4,0.0
2015-11-09,8.8,5.8
2015-11-10,6.9,1.6
2015-11-11,8.6,3.2
2015-11-12,7.6,25.8
2015-11-13,10.6,37.0
2015-11-14,7.5,17.2
2015-11-15,7.5,0.0
2015-11-16,5.5,0.0
2015-11-17,9.9,23.2
2015-11-18,6.3,0.0
2015-11-19,6.0,0.4
2015-11-20,4.3,0.0
2015-11-21,4.7,0.0
2015-11-22,6.3,0.0
2015-11-23,5.5,8.0
2015-11-24,5.7,0.6
2015-11-25,4.1,0.0
2015-11-26,5.0,0.0
2015-11-27,4.7,0.0
2015-11-28,4.1,0.0
2015-11-29,3.0,0.0
2015-11-30,2.6,0.0
2015-12-01,6.7,3.2
2015-12-02,,0.0
2015-12-03,10.0,3.2
2015-12-04,8.8,0.8
2015-12-05,8.1,0.4
2015-12-06,10.2,0.6
2015-12-07,9.2,5.0
2015-12-08,10.1,22.2
2015-12-09,9.1,15.6
2015-12-10,8.2,3.6
2015-12-11,7.6,0.0
2015-12-12,6.9,5.2
2015-12-13,7.6,5.2
2015-12-14,6.4,0.0
2015-12-15,5.5,1.4
2015-12-16,4.7,0.0
2015-12-17,4.5,13.8
2015-12-18,6.2,9.2
2015-12-19,5.5,0.0
2015-12-20,6.2,4.6
2015-12-21,5.0,6.8
2015-12-22,4.3,0.2
2015-12-23,4.3,8.6
2015-12-24,4.1,0.0
2015-12-25,3.9,0.0
2015-12-26,3.9,0.0
2015-12-27,4.9,2.0
2015-12-28,4.1,1.4
2015-12-29,4.6,8.4
2015-12-30,2.2,0.0
2015-12-31,2.0,0.0
2016-01-01,1.9,0.0
2016-01-02,1.9,0.0
2016-01-03,2.0,0.0
2016-01-04,2.6,1.4
2016-01-05,2.6,0.0
2016-01-06,5.8,0.0
2016-01-07,4.4,0.0
2016-01-08,5.2,0.0
2016-01-09,4.7,0.0
2016-01-10,5.4,0.0
2016-01-11,4.8,1.0
2016-01-12,6.5,1.4
2016-01-13,7.9,0.0
2016-01-14,6.2,0.0
2016-01-15,5.2,0.0
2016-01-16,8.7,2.6
2016-01-17,8.6,0.2
2016-01-18,7.6,2.0
2016-01-19,7.2,1.2
2016-01-20,7.4,1.2
2016-01-21,8.4,0.0
2016-01-22,10.2,2.2
2016-01-23,7.5,0.2
2016-01-24,6.7,0.0
2016-01-25,6.6,0.0
2016-01-26,8.8,3.4
2016-01-27,10.3,0.4
2016-01-28,9.8,10.2
2016-01-29,7.8,1.0
2016-01-30,5.3,1.8
2016-01-31,5.3,4.2
2016-02-01,5.7,0.4
2016-02-02,6.5,0.0
2016-02-03,6.4,0.0
2016-02-04,6.5,2.0
2016-02-05,9.7,4.0
2016-02-06,6.7,0.6
2016-02-07,6.4,0.0
2016-02-08,9.0,0.2
2016-02-09,10.1,0.0
2016-02-10,9.3,2.2
2016-02-11,7.8,2.2
2016-02-12,10.7,6.2
2016-02-13,7.6,7.2
2016-02-14,9.5,2.8
2016-02-15,8.6,61.6
2016-02-16,9.5,0.0
2016-02-17,7.8,7.4
2016-02-18,9.5,0.0
2016-02-19,7.3,0.6
2016-02-20,6.3,0.4
2016-02-21,6.4,0.0
2016-02-22,7.2,0.0
2016-02-23,6.5,0.0
2016-02-24,9.3,0.0
2016-02-25,9.1,0.0
2016-02-26,7.9,0.8
2016-02-27,9.3,0.2
2016-02-28,8.6,3.0
2016-02-29,8.2,4.2
2016-03-01,8.8,9.4
2016-03-02,8.5,0.0
2016-03-03,10.7,3.2
2016-03-04,10.7,0.0
2016-03-05,11.3,0.6
2016-03-06,10.1,1.0
2016-03-07,7.4,7.4
2016-03-08,7.2,0.2
2016-03-09,7.3,0.0
2016-03-10,9.6,0.0
2016-03-11,7.6,0.0
2016-03-12,8.1,0.2
2016-03-13,7.0,2.6
2016-03-14,6.9,1.6
2016-03-15,7.2,0.0
2016-03-16,6.5,0.0
2016-03-17,7.8,0.0
2016-03-18,10.2,0.0
2016-03-19,10.8,0.0
2016-03-20,10.3,0.0
2016-03-21,8.8,0.0
2016-03-22,9.5,0.4
2016-03-23,9.0,1.2
2016-03-24,7.7,0.6
2016-03-25,8.4,0.2
2016-03-26,9.6,1.2
2016-03-27,9.1,4.8
2016-03-28,8.5,0.0
2016-03-29,10.7,0.0
2016-03-30,13.2,0.0
2016-03-31,12.5,0.0
2016-04-01,10.7,0.0
2016-04-02,10.9,0.0
2016-04-03,11.7,0.6
2016-04-04,10.5,0.0
2016-04-05,9.3,1.6
2016-04-06,12.8,0.2
2016-04-07,14.8,0.0
2016-04-08,14.0,0.0
2016-04-09,10.1,0.0
2016-04-10,10.4,0.0
2016-04-11,11.7,0.0
2016-04-12,10.2,1.2
2016-04-13,9.8,0.0
2016-04-14,9.3,0.0
2016-04-15,10.8,0.2
2016-04-16,12.2,0.0
2016-04-17,14.9,0.0
2016-04-18,17.7,0.0
2016-04-19,18.4,0.0
2016-04-20,19.5,0.0
2016-04-21,13.1,0.0
2016-04-22,14.4,2.4
2016-04-23,12.5,0.8
2016-04-24,11.0,0.0
2016-04-25,11.7,0.2
2016-04-26,10.1,0.0
2016-04-27,11.0,0.0
2016-04-28,13.3,0.0
2016-04-29,13.2,0.0
2016-04-30,11.6,0.0
2016-05-01,16.3,0.0
2016-05-02,20.1,0.0
2016-05-03,15.1,0.0
2016-05-04,12.0,1.2
2016-05-05,12.3,0.0
2016-05-06,16.1,0.0
2016-05-07,16.5,0.0
2016-05-08,12.5,0.0
2016-05-09,11.9,0.0
2016-05-10,15.1,0.0
2016-05-11,14.0,0.0
2016-05-12,12.8,0.0
2016-05-13,17.8,0.0
2016-05-14,15.1,0.4
2016-05-15,13.1,0.0
2016-05-16,14.2,0.0
2016-05-17,12.6,0.0
2016-05-18,13.1,0.0
2016-05-19,13.1,0.6
2016-05-20,14.0,0.0
2016-05-21,12.7,0.0
2016-05-22,13.5,0.0
2016-05-23,13.6,0.0
2016-05-24,14.0,0.0
2016-05-25,14.0,0.0
2016-05-26,13.4,0.0
2016-05-27,12.7,0.0
2016-05-28,12.1,0.0
2016-05-29,14.0,0.0
2016-05-30,12.4,0.0
2016-05-31,17.2,0.0
2016-06-01,14.6,3.8
2016-06-02,14.8,1.4
2016-06-03,17.5,0.0
2016-06-04,21.0,0.0
2016-06-05,23.8,0.0
2016-06-06,19.5,0.0
2016-06-07,15.3,0.0
2016-06-08,15.4,0.4
2016-06-09,13.2,0.4
2016-06-10,13.0,0.2
2016-06-11,13.9,0.0
2016-06-12,14.1,0.0
2016-06-13,13.6,0.0
2016-06-14,12.6,0.2
2016-06-15,11.9,9.4
2016-06-16,12.0,0.0
2016-06-17,15.3,0.0
2016-06-18,13.5,0.0
2016-06-19,15.2,0.0
2016-06-20,15.9,0.0
2016-06-21,14.6,0.0
2016-06-22,14.6,6.6
2016-06-23,14.2,3.6
2016-06-24,15.4,0.0
2016-06-25,15.5,0.0
2016-06-26,18.5,0.0
2016-06-27,17.4,0.0
2016-06-28,15.5,0.0
2016-06-29,15.9,0.0
2016-06-30,16.4,0.0
2016-07-01,13.4,0.0
2016-07-02,16.6,0.0
2016-07-03,15.8,0.0
2016-07-04,15.3,0.0
2016-07-05,15.0,0.0
2016-07-06,14.1,0.0
2016-07-07,15.1,0.0
2016-07-08,15.0,1.8
2016-07-09,15.5,1.8
2016-07-10,15.1,0.2
2016-07-11,14.7,0.4
2016-07-12,16.2,0.0
2016-07-13,15.5,0.0
2016-07-14,16.7,0.0
2016-07-15,16.2,0.0
2016-07-16,16.3,0.0
2016-07-17,17.1,0.0
2016-07-18,16.1,0.0
2016-07-19,16.7,0.0
2016-07-20,16.5,0.0
2016-07-21,18.5,0.0
2016-07-22,18.1,1.0
2016-07-23,17.0,0.0
2016-07-24,15.5,0.0
2016-07-25,17.2,0.0
2016-07-26,16.2,0.0
2016-07-27,16.1,0.0
2016-07-28,17.3,0.0
2016-07-29,18.1,0.0
2016-07-30,16.9,0.0
2016-07-31,15.9,0.0
2016-08-01,16.5,0.0
2016-08-02,16.8,0.0
2016-08-03,15.7,0.0
2016-08-04,18.9,0.0
2016-08-05,16.7,0.0
2016-08-06,15.4,0.0
2016-08-07,14.3,0.0
2016-08-08,16.2,0.0
2016-08-09,14.8,0.0
2016-08-10,17.0,0.0
2016-08-11,17.7,0.0
2016-08-12,20.1,0.0
2016-08-13,19.0,0.0
2016-08-14,17.0,0.0
2016-08-15,16.0,0.0
2016-08-16,16.4,0.0
2016-08-17,16.0,0.0
2016-08-18,20.4,0.0
2016-08-19,25.7,0.0
2016-08-20,20.8,0.0
2016-08-21,15.8,0.0
2016-08-22,16.2,0.0
2016-08-23,17.4,0.0
2016-08-24,19.3,0.0
2016-08-25,23.4,0.0
2016-08-26,20.2,0.0
2016-08-27,16.9,0.0
2016-08-28,14.5,2.2
2016-08-29,14.9,0.0
2016-08-30,15.8,0.2
2016-08-31,15.1,4.8
2016-09-01,13.7,1.2
2016-09-02,,0.0
2016-09-03,14.0,0.0
2016-09-04,13.2,0.0
2016-09-05,12.9,2.2
2016-09-06,14.4,1.4
2016-09-07,14.7,2.4
2016-09-08,15.8,0.2
2016-09-09,14.2,0.0
2016-09-10,16.6,0.0
2016-09-11,15.3,0.0
2016-09-12,16.8,0.0
2016-09-13,17.2,0.0
2016-09-14,15.1,0.0
2016-09-15,13.4,0.0
2016-09-16,13.0,0.0
2016-09-17,15.0,11.6
2016-09-18,13.9,1.2
2016-09-19,14.6,5.6
2016-09-20,14.2,0.0
2016-09-21,13.4,0.0
2016-09-22,13.6,0.0
2016-09-23,13.4,1.2
2016-09-24,13.3,0.0
2016-09-25,16.3,0.0
2016-09-26,15.6,0.0
2016-09-27,13.7,0.0
2016-09-28,12.9,0.0
2016-09-29,11.0,0.0
2016-09-30,9.9,0.6
2016-10-01,12.1,0.0
2016-10-02,13.0,0.2
2016-10-03,11.3,3.2
2016-10-04,11.9,0.6
2016-10-05,14.0,0.6
2016-10-06,11.5,1.4
2016-10-07,13.4,0.0
2016-10-08,11.1,19.4
2016-10-09,11.3,0.0
2016-10-10,10.5,0.2
2016-10-11,11.0,0.0
2016-10-12,10.2,1.0
2016-10-13,10.8,13.4
2016-10-14,11.4,14.2
2016-10-15,10.9,4.8
2016-10-16,12.1,1.8
2016-10-17,11.4,3.2
2016-10-18,11.1,2.8
2016-10-19,,0.0
2016-10-20,12.4,21.2
2016-10-21,10.5,3.8
2016-10-22,9.8,0.0
2016-10-23,11.8,0.0
2016-10-24,12.3,0.2
2016-10-25,13.7,0.2
2016-10-26,9.9,8.0
2016-10-27,11.2,1.0
2016-10-28,12.1,0.8
2016-10-29,11.1,1.0
2016-10-30,9.5,4.0
2016-10-31,10.6,4.4
2016-11-01,10.5,7.4
2016-11-02,11.4,5.2
2016-11-03,12.1,0.0
2016-11-04,10.8,0.0
2016-11-05,12.1,16.0
2016-11-06,10.9,0.4
2016-11-07,12.2,0.6
2016-11-08,14.1,0.0
2016-11-09,12.5,7.6
2016-11-10,12.0,0.0
2016-11-11,11.3,0.6
2016-11-12,11.7,1.2
2016-11-13,10.0,7.0
2016-11-14,10.6,0.2
2016-11-15,9.6,3.2
2016-11-16,7.9,2.4
2016-11-17,7.6,0.0
2016-11-18,7.5,0.0
2016-11-19,10.3,0.0
2016-11-20,10.7,0.6
2016-11-21,10.1,0.0
2016-11-22,8.1,3.2
2016-11-23,,0.0
2016-11-24,8.0,2.2
2016-11-25,7.3,2.2
2016-11-26,6.9,10.0
2016-11-27,5.9,3.2
2016-11-28,7.5,0.0
2016-11-29,7.7,1.4
2016-11-30,8.3,2.8
2016-12-01,5.8,1.2
2016-12-02,8.3,2.8
2016-12-03,7.3,9.4
2016-12-04,5.5,0.4
2016-12-05,3.8,0.0
2016-12-06,1.3,0.0
2016-12-07,-0.8,0.0
2016-12-08,0.1,0.0
2016-12-09,1.6,0.0
2016-12-10,4.3,5.2
2016-12-11,5.5,11.8
2016-12-12,2.4,0.0
2016-12-13,0.7,0.0
2016-12-14,0.0,0.0
2016-12-15,-0.2,0.0
2016-12-16,-0.9,0.0
2016-12-17,-1.1,0.0
2016-12-18,2.3,1.8
2016-12-19,5.6,15.4
2016-12-20,6.7,5.2
2016-12-21,5.4,0.0
2016-12-22,5.1,0.4
2016-12-23,3.0,19.4
2016-12-24,2.5,0.0
2016-12-25,1.3,0.0
2016-12-26,3.3,3.0
2016-12-27,5.2,2.4
2016-12-28,5.4,0.0
2016-12-29,5.7,4.0
2016-12-30,4.2,0.0
2016-12-31,2.9,1.6
2017-01-01,2.1,0.0
2017-01-02,-0.6,0.0
2017-01-03,-1.8,0.0
2017-01-04,0.5,0.0
2017-01-05,1.2,0.0
2017-01-06,2.7,0.0
2017-01-07,2.9,0.0
2017-01-08,3.4,3.0
2017-01-09,4.9,2.6
2017-01-10,1.2,0.0
2017-01-11,0.0,0.0
2017-01-12,-0.3,0.0
2017-01-13,-0.4,0.0
2017-01-14,1.4,0.0
2017-01-15,3.3,0.0
2017-01-16,4.6,0.0
2017-01-17,8.5,3.2
2017-01-18,9.6,7.4
2017-01-19,7.9,5.6
2017-01-20,5.9,0.2
2017-01-21,7.6,0.2
2017-01-22,6.1,0.0
2017-01-23,6.2,0.0
2017-01-24,4.7,0.0
2017-01-25,5.3,0.0
2017-01-26,5.9,0.0
2017-01-27,6.6,0.0
2017-01-28,6.1,0.0
2017-01-29,6.4,1.0
2017-01-30,4.6,0.0
2017-01-31,3.5,0.0
2017-02-01,3.1,0.0
2017-02-02,3.9,0.0
2017-02-03,2.2,0.0
2017-02-04,3.0,7.8
2017-02-05,1.5,0.0
2017-02-06,-0.8,0.0
2017-02-07,-0.2,0.0
2017-02-08,-0.8,0.0
2017-02-09,4.7,26.2
2017-02-10,5.6,3.4
2017-02-11,5.9,0.2
2017-02-12,6.4,0.0
2017-02-13,6.3,0.0
2017-02-14,6.6,0.8
2017-02-15,8.4,5.0
2017-02-16,9.7,1.2
2017-02-17,7.6,0.0
2017-02-18,6.0,0.8
2017-02-19,7.3,0.4
2017-02-20,6.2,0.0
2017-02-21,6.8,0.0
2017-02-22,5.4,0.0
2017-02-23,4.2,0.0
2017-02-24,4.1,2.0
2017-02-25,4.3,0.6
2017-02-26,4.3,3.6
2017-02-27,1.9,0.0
2017-02-28,3.2,0.0
2017-03-01,6.2,0.6
2017-03-02,6.7,1.8
2017-03-03,5.0,7.0
2017-03-04,4.0,0.2
2017-03-05,3.9,2.4
2017-03-06,3.4,1.0
2017-03-07,3.4,4.0
2017-03-08,4.7,2.0
2017-03-09,2.9,10.2
2017-03-10,6.6,0.2
2017-03-11,7.2,3.2
2017-03-12,9.0,0.2
2017-03-13,8.6,7.0
2017-03-14,10.4,5.2
2017-03-15,9.1,2.0
2017-03-16,7.6,0.0
2017-03-17,6.1,5.4
2017-03-18,6.4,6.8
2017-03-19,6.2,0.0
2017-03-20,7.1,0.0
2017-03-21,9.2,1.0
2017-03-22,9.3,1.6
2017-03-23,7.1,0.2
2017-03-24,9.0,0.4
2017-03-25,8.1,0.2
2017-03-26,7.1,0.8
2017-03-27,8.5,0.0
2017-03-28,8.5,9.2
2017-03-29,9.7,5.2
2017-03-30,9.7,0.0
2017-03-31,7.6,0.0
2017-04-01,10.3,3.2
2017-04-02,8.5,0.0
2017-04-03,7.4,0.0
2017-04-04,8.8,0.6
2017-04-05,10.1,4.8
2017-04-06,10.4,0.4
2017-04-07,9.0,7.2
2017-04-08,7.9,0.6
2017-04-09,8.0,0.2
2017-04-10,8.6,0.0
2017-04-11,8.5,0.0
2017-04-12,10.4,7.2
2017-04-13,9.3,5.0
2017-04-14,8.5,0.0
2017-04-15,9.0,0.0
2017-04-16,10.6,0.0
2017-04-17,12.8,0.2
2017-04-18,10.6,0.4
2017-04-19,10.7,0.0
2017-04-20,10.7,0.4
2017-04-21,11.7,0.0
2017-04-22,11.5,1.0
2017-04-23,10.0,0.2
2017-04-24,10.6,0.0
2017-04-25,11.1,0.4
2017-04-26,10.5,0.2
2017-04-27,10.0,0.0
2017-04-28,9.4,0.0
2017-04-29,9.6,4.0
2017-04-30,10.0,0.0
2017-05-01,8.5,7.4
2017-05-02,,0.0
2017-05-03,12.6,2.0
2017-05-04,15.8,0.2
2017-05-05,11.1,1.2
2017-05-06,10.1,0.2
2017-05-07,9.9,0.0
2017-05-08,10.9,0.0
2017-05-09,13.4,0.0
2017-05-10,11.8,0.0
2017-05-11,10.8,4.0
2017-05-12,10.5,0.4
2017-05-13,10.0,0.0
2017-05-14,11.2,0.2
2017-05-15,9.1,4.0
2017-05-16,9.1,2.0
2017-05-17,12.0,0.0
2017-05-18,11.8,0.0
2017-05-19,12.3,0.0
2017-05-20,13.7,0.0
2017-05-21,14.3,0.0
2017-05-22,19.5,0.0
2017-05-23,13.9,0.0
2017-05-24,13.1,0.0
2017-05-25,13.4,0.0
2017-05-26,14.9,0.0
2017-05-27,16.0,0.0
2017-05-28,15.3,0.0
2017-05-29,14.0,0.0
2017-05-30,11.3,4.2
2017-05-31,12.2,0.4
2017-06-01,14.6,0.0
2017-06-02,13.4,0.4
2017-06-03,13.3,0.0
2017-06-04,14.1,0.0
2017-06-05,12.9,0.0
2017-06-06,17.4,0.0
2017-06-07,15.3,0.0
2017-06-08,13.9,6.0
2017-06-09,13.1,0.0
2017-06-10,13.6,0.0
2017-06-11,13.8,0.0
2017-06-12,15.2,0.0
2017-06-13,14.1,0.0
2017-06-14,12.7,0.0
2017-06-15,12.4,3.0
2017-06-16,14.6,0.0
2017-06-17,11.5,0.0
2017-06-18,12.3,2.0
2017-06-19,15.4,0.0
2017-06-20,14.9,0.0
2017-06-21,15.0,0.0
2017-06-22,15.8,0.0
2017-06-23,19.2,0.0
2017-06-24,23.0,0.0
2017-06-25,23.2,0.0
2017-06-26,18.4,0.0
2017-06-27,14.1,0.0
2017-06-28,14.9,0.0
2017-06-29,14.3,0.0
2017-06-30,14.8,0.0
2017-07-01,13.9,0.0
2017-07-02,16.4,0.0
2017-07-03,15.3,0.0
2017-07-04,14.9,0.0
2017-07-05,16.2,0.0
2017-07-06,15.7,0.0
2017-07-07,16.2,0.0
2017-07-08,15.4,0.0
2017-07-09,18.2,0.0
2017-07-10,15.4,0.0
2017-07-11,15.7,0.0
2017-07-12,15.6,0.0
2017-07-13,16.0,0.0
2017-07-14,14.4,0.0
2017-07-15,16.4,0.0
2017-07-16,16.3,0.0
2017-07-17,15.1,0.0
2017-07-18,16.6,0.0
2017-07-19,16.9,0.0
2017-07-20,16.6,0.0
